"x","cf"
 1.384920597E+00, 2.615150064E-03
 1.386542201E+00, 2.616117010E-03
 1.388153076E+00, 2.617069287E-03
 1.389753342E+00, 2.618006663E-03
 1.391342878E+00, 2.618930070E-03
 1.392921805E+00, 2.619839739E-03
 1.394490242E+00, 2.620736137E-03
 1.396048188E+00, 2.621619729E-03
 1.397595763E+00, 2.622490982E-03
 1.399132848E+00, 2.623350127E-03
 1.400659561E+00, 2.624197863E-03
 1.402175903E+00, 2.625034424E-03
 1.403681993E+00, 2.625860041E-03
 1.405177951E+00, 2.626675181E-03
 1.406663656E+00, 2.627480309E-03
 1.408139229E+00, 2.628275892E-03
 1.409604788E+00, 2.629062161E-03
 1.411060214E+00, 2.629839350E-03
 1.412505746E+00, 2.630608156E-03
 1.413941264E+00, 2.631368581E-03
 1.415366888E+00, 2.632121090E-03
 1.416782618E+00, 2.632866148E-03
 1.418188691E+00, 2.633603988E-03
 1.419584870E+00, 2.634335076E-03
 1.420971394E+00, 2.635059645E-03
 1.422348261E+00, 2.635777928E-03
 1.423715472E+00, 2.636490390E-03
 1.425073266E+00, 2.637197496E-03
 1.426421404E+00, 2.637899248E-03
 1.427760124E+00, 2.638596343E-03
 1.429089427E+00, 2.639288781E-03
 1.430409312E+00, 2.639977029E-03
 1.431719899E+00, 2.640661551E-03
 1.433021188E+00, 2.641342813E-03
 1.434313297E+00, 2.642020583E-03
 1.435596228E+00, 2.642695792E-03
 1.436869979E+00, 2.643368440E-03
 1.438134670E+00, 2.644039225E-03
 1.439390421E+00, 2.644708147E-03
 1.440637112E+00, 2.645375673E-03
 1.441874743E+00, 2.646042267E-03
 1.443103671E+00, 2.646708395E-03
 1.444323659E+00, 2.647374291E-03
 1.445534945E+00, 2.648040419E-03
 1.446737409E+00, 2.648707246E-03
 1.447931170E+00, 2.649375238E-03
 1.449116349E+00, 2.650044626E-03
 1.450292826E+00, 2.650716109E-03
 1.451460838E+00, 2.651390154E-03
 1.452620268E+00, 2.652067225E-03
 1.453771353E+00, 2.652747789E-03
 1.454913974E+00, 2.653432544E-03
 1.456048250E+00, 2.654121956E-03
 1.457174182E+00, 2.654816722E-03
 1.458291888E+00, 2.655517543E-03
 1.459401369E+00, 2.656225115E-03
 1.460502625E+00, 2.656940138E-03
 1.461595893E+00, 2.657663310E-03
 1.462680936E+00, 2.658395795E-03
 1.463758111E+00, 2.659138059E-03
 1.464827180E+00, 2.659891732E-03
 1.465888381E+00, 2.660657279E-03
 1.466941714E+00, 2.661436331E-03
 1.467987180E+00, 2.662230050E-03
 1.469024777E+00, 2.663039835E-03
 1.470054746E+00, 2.663867082E-03
 1.471076965E+00, 2.664713887E-03
 1.472091556E+00, 2.665581647E-03
 1.473098636E+00, 2.666472923E-03
 1.474098086E+00, 2.667389810E-03
 1.475089908E+00, 2.668335102E-03
 1.476074457E+00, 2.669311594E-03
 1.477051497E+00, 2.670323011E-03
 1.478021145E+00, 2.671373077E-03
 1.478983521E+00, 2.672465984E-03
 1.479938626E+00, 2.673607087E-03
 1.480886459E+00, 2.674802206E-03
 1.481827140E+00, 2.676058095E-03
 1.482760668E+00, 2.677382901E-03
 1.483687043E+00, 2.678786172E-03
 1.484606385E+00, 2.680279780E-03
 1.485518813E+00, 2.681877697E-03
 1.486424208E+00, 2.683598083E-03
 1.487322688E+00, 2.685462590E-03
 1.488214374E+00, 2.687492175E-03
 1.489099145E+00, 2.689701505E-03
 1.489977121E+00, 2.692096401E-03
 1.490848422E+00, 2.694705268E-03
 1.491712928E+00, 2.697699470E-03
 1.492570877E+00, 2.701632911E-03
 1.493422151E+00, 2.707638312E-03
 1.494266987E+00, 2.716845134E-03
 1.495105147E+00, 2.727535088E-03
 1.495936871E+00, 2.728016116E-03
 1.496762276E+00, 2.684838837E-03
 1.497581124E+00, 2.527056960E-03
 1.498393774E+00, 2.130712150E-03
 1.499199986E+00, 2.483944409E-03
 1.500000000E+00, 3.120639594E-03
